date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:48	167538/167538	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:00%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/gallery/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/gallery/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:48	192569/192569	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2016:15:04%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/team-plain-style/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/team-plain-style/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:49	185210/185210	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:48:50%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/team-thumbnail-style/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/team-thumbnail-style/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:51	154699/154699	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:02%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/price-table/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/price-table/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:51	29679/29679	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:03%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/maintenance/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/maintenance/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:53	30035/30035	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:03%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/coming-soon/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/coming-soon/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:54	173871/173871	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:05%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/accordions-toggles/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/accordions-toggles/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:57	266454/266454	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2014:56:40%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-eu-1.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-eu-1.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:57	166129/166129	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:05%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/blockquotes/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/blockquotes/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:57	152370/152370	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2011:46:35%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/alert-box/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/alert-box/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:15:58	194935/194935	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:48:51%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/team-frame-style/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/team-frame-style/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:00	150713/150713	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2011:46:37%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/call-to-action/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/call-to-action/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:00	167375/167375	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2011:46:37%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/column-services/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/column-services/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:03	198914/198914	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:48:55%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/columns/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/columns/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:03	159059/159059	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:11%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/counters/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/counters/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:05	234777/234777	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2015:01:13%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-soft-africa.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-soft-africa.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:05	148437/148437	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:11%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/count-down/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/count-down/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:07	167163/167163	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2011:46:36%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/buttons/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/buttons/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:07	166664/166664	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:48:57%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/dividers/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/dividers/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:08	164235/164235	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:48:57%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/featured-boxes/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/featured-boxes/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:10	220929/220929	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2015:01:07%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-scan.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-scan.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:10	204728/204728	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:48:58%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/icon-list/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/icon-list/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:10	175162/175162	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:48:59%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/flip-boxes/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/flip-boxes/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:11	153108/153108	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:48:57%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/dropcaps/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/dropcaps/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:12	159371/159371	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:49:00%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/promo-boxes/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/promo-boxes/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:12	197828/197828	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2015:01:09%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-egypt.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-egypt.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:12	172405/172405	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:49:01%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/skill-bar/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/skill-bar/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:12	157898/157898	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:48:59%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/icons/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/icons/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:13	154251/154251	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:49:01%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/skill-circle/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/skill-circle/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:13	174322/174322	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:49:02%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/social-shares/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/social-shares/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:13	290413/290413	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2015:01:12%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-asia.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-asia.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:13	149541/149541	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:49:02%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/stunning-texts/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/stunning-texts/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:14	87741/87741	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Jul%202022%2015:04:14%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/nikolay-vorobyev-QJ2HGuSSQz0-unsplash-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/nikolay-vorobyev-QJ2HGuSSQz0-unsplash-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:14	342546/342546	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2015:01:10%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-america.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2022/07/cat-america.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:15	178505/178505	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:49:03%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/tabs-horizontal/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/tabs-horizontal/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:15	167146/167146	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:49:03%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/tabs-vertical/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/tabs-vertical/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:15	104891/104891	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2014:53:05%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/sorasak-9DgwO_ihqL0-unsplash-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/sorasak-9DgwO_ihqL0-unsplash-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:16	151690/151690	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:49:04%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/titles/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/titles/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:16	110303/110303	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jul%202022%2014:22:16%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/brantley-neal-SiPPNnWzD_o-unsplash-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/brantley-neal-SiPPNnWzD_o-unsplash-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:16	176828/176828	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2012:02:10%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/testimonial/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/testimonial/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:17	158461/158461	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2017:49:04%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/typography/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/typography/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:17	163577/163577	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:19%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/tour-grid-3-columns/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/tour-grid-3-columns/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:17	44482/44482	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Jul%202022%2010:44:26%20GMT	https://goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/thais-cordeiro-4TVFPTv_wjE-unsplash-600x800.jpg	C:/My%20Web%20Sites/tour%20v5/goodlayers.b-cdn.net/traveltour/homepages/main5/wp-content/uploads/sites/6/2017/01/thais-cordeiro-4TVFPTv_wjE-unsplash-600x800.jpg	(from https://demo.goodlayers.com/traveltour/homepages/main5)
16:16:18	160930/160930	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2020:57:19%20GMT	https://demo.goodlayers.com/traveltour/homepages/main5/tour-grid-2-columns/	C:/My%20Web%20Sites/tour%20v5/demo.goodlayers.com/traveltour/homepages/main5/tour-grid-2-columns/index.html	(from https://demo.goodlayers.com/traveltour/homepages/main5)
